mc_id,lon,lat,group
mc_-116.96_52.96_1.1_20230611_0,-116.96,52.96,4
mc_-117.05_53.09_1.1_20230611_0,-117.05,53.09,4
mc_-117.08_53.21_1.1_20230611_0,-117.08,53.21,4
mc_-117.08_53.34_1.1_20230611_0,-117.08,53.34,4
mc_-117.08_53.46_1.1_20230611_0,-117.08,53.46,4
mc_-117.18_52.84_1.1_20230611_0,-117.18,52.84,4
mc_-117.21_52.96_1.1_20230611_0,-117.21,52.96,4
mc_-117.28_53.59_1.1_20230611_0,-117.28,53.59,4
mc_-117.33_53.09_1.1_20230611_0,-117.33,53.09,4
mc_-117.33_53.21_1.1_20230611_0,-117.33,53.21,4
mc_-117.33_53.34_1.1_20230611_0,-117.33,53.34,4
mc_-117.33_53.46_1.1_20230611_0,-117.33,53.46,4
mc_-117.58_53.09_1.1_20230611_0,-117.58,53.09,4
mc_-117.58_53.21_1.1_20230611_0,-117.58,53.21,4
mc_-117.58_53.34_1.1_20230611_0,-117.58,53.34,4
mc_-117.58_53.46_1.1_20230611_0,-117.58,53.46,4
mc_-117.58_53.59_1.1_20230611_0,-117.58,53.59,4
mc_-117.58_53.71_1.1_20230611_0,-117.58,53.71,4
mc_-117.74_53.09_1.1_20230611_0,-117.74,53.09,4
mc_-117.83_53.21_1.1_20230611_0,-117.83,53.21,4
mc_-117.83_53.34_1.1_20230611_0,-117.83,53.34,4
mc_-117.83_53.46_1.1_20230611_0,-117.83,53.46,4
mc_-117.83_53.59_1.1_20230611_0,-117.83,53.59,4
mc_-117.83_53.71_1.1_20230611_0,-117.83,53.71,4
mc_-118.08_53.09_1.1_20230611_0,-118.08,53.09,4
mc_-118.08_53.21_1.1_20230611_0,-118.08,53.21,4
mc_-118.08_53.34_1.1_20230611_0,-118.08,53.34,4
mc_-118.08_53.46_1.1_20230611_0,-118.08,53.46,4
mc_-118.08_53.59_1.1_20230611_0,-118.08,53.59,4
mc_-118.08_53.71_1.1_20230611_0,-118.08,53.71,4
mc_-118.31_53.21_1.1_20230611_0,-118.31,53.21,4
mc_-118.33_53.09_1.1_20230611_0,-118.33,53.09,4
mc_-118.33_53.34_1.1_20230611_0,-118.33,53.34,4
mc_-118.33_53.46_1.1_20230611_0,-118.33,53.46,4
mc_-118.33_53.59_1.1_20230611_0,-118.33,53.59,4
mc_-119.21_34.47_1.1_20230611_0,-119.21,34.47,2
mc_-119.29_34.60_1.1_20230611_0,-119.29,34.6,2
mc_-119.29_34.68_1.1_20230611_0,-119.29,34.68,2
mc_-119.57_34.60_1.1_20230611_0,-119.57,34.6,2
mc_-119.58_34.72_1.1_20230611_0,-119.58,34.72,2
mc_-119.78_34.60_1.1_20230611_0,-119.78,34.6,2
mc_-119.83_34.72_1.1_20230611_0,-119.83,34.72,2
mc_-119.93_34.81_1.1_20230611_0,-119.93,34.81,2
mc_-12.04_13.49_1.1_20230611_0,-12.04,13.49,2
mc_-12.24_13.37_1.1_20230611_0,-12.24,13.37,2
mc_-12.26_13.43_1.1_20230611_0,-12.26,13.43,2
mc_-12.49_13.37_1.1_20230611_0,-12.49,13.37,2
mc_-12.70_13.24_1.1_20230611_0,-12.7,13.24,2
mc_-12.87_11.99_1.1_20230611_0,-12.87,11.99,8
mc_-12.99_11.74_1.1_20230611_0,-12.99,11.74,8
mc_-12.99_11.87_1.1_20230611_0,-12.99,11.87,8
mc_-12.99_12.12_1.1_20230611_0,-12.99,12.12,8
mc_-12.99_12.24_1.1_20230611_0,-12.99,12.24,8
mc_-120.07_53.09_1.1_20230611_0,-120.07,53.09,2
mc_-120.08_53.21_1.1_20230611_0,-120.08,53.21,2
mc_-120.21_34.97_1.1_20230611_0,-120.21,34.97,2
mc_-120.40_35.35_1.1_20230611_0,-120.4,35.35,2
mc_-120.29_53.09_1.1_20230611_0,-120.29,53.09,2
mc_-120.71_35.60_1.1_20230611_0,-120.71,35.6,2
mc_-120.71_35.72_1.1_20230611_0,-120.71,35.72,2
mc_-120.71_42.71_1.1_20230611_0,-120.71,42.71,4
mc_-120.75_36.31_1.1_20230611_0,-120.75,36.31,2
mc_-120.81_36.47_1.1_20230611_0,-120.81,36.47,2
mc_-120.83_36.22_1.1_20230611_0,-120.83,36.22,2
mc_-120.83_42.59_1.1_20230611_0,-120.83,42.59,4
mc_-120.85_38.60_1.1_20230611_0,-120.85,38.6,5
mc_-120.95_36.10_1.1_20230611_0,-120.95,36.1,2
mc_-120.96_35.97_1.1_20230611_0,-120.96,35.97,2
mc_-120.96_42.72_1.1_20230611_0,-120.96,42.72,4
mc_-121.08_36.22_1.1_20230611_0,-121.08,36.22,2
mc_-121.08_36.35_1.1_20230611_0,-121.08,36.35,2
mc_-121.08_36.47_1.1_20230611_0,-121.08,36.47,2
mc_-121.08_36.57_1.1_20230611_0,-121.08,36.57,2
mc_-121.08_36.72_1.1_20230611_0,-121.08,36.72,2
mc_-121.08_42.47_1.1_20230611_0,-121.08,42.47,4
mc_-121.33_36.35_1.1_20230611_0,-121.33,36.35,2
mc_-121.33_36.47_1.1_20230611_0,-121.33,36.47,2
mc_-121.33_36.60_1.1_20230611_0,-121.33,36.6,2
mc_-121.33_36.72_1.1_20230611_0,-121.33,36.72,2
mc_-121.33_36.85_1.1_20230611_0,-121.33,36.85,2
mc_-121.43_36.97_1.1_20230611_0,-121.43,36.97,2
mc_-121.58_36.85_1.1_20230611_0,-121.58,36.85,2
mc_-121.58_42.84_1.1_20230611_0,-121.58,42.84,4
mc_-121.58_43.09_1.1_20230611_0,-121.58,43.09,4
mc_-121.69_42.97_1.1_20230611_0,-121.69,42.97,4
mc_-121.71_36.97_1.1_20230611_0,-121.71,36.97,2
mc_-121.71_37.10_1.1_20230611_0,-121.71,37.1,2
mc_-121.71_37.22_1.1_20230611_0,-121.71,37.22,2
mc_-121.71_43.09_1.1_20230611_0,-121.71,43.09,4
mc_-121.71_43.22_1.1_20230611_0,-121.71,43.22,4
mc_-121.83_42.84_1.1_20230611_0,-121.83,42.84,4
mc_-121.94_37.47_1.1_20230611_0,-121.94,37.47,2
mc_-121.96_42.97_1.1_20230611_0,-121.96,42.97,4
mc_-123.33_39.72_1.1_20230611_0,-123.33,39.72,7
mc_-123.33_39.85_1.1_20230611_0,-123.33,39.85,7
mc_-123.33_39.97_1.1_20230611_0,-123.33,39.97,7
mc_-123.46_39.47_1.1_20230611_0,-123.46,39.47,7
mc_-123.46_39.60_1.1_20230611_0,-123.46,39.6,7
mc_-123.57_40.10_1.1_20230611_0,-123.57,40.1,7
mc_-123.58_39.72_1.1_20230611_0,-123.58,39.72,7
mc_-123.58_39.85_1.1_20230611_0,-123.58,39.85,7
mc_-123.58_39.97_1.1_20230611_0,-123.58,39.97,7
mc_-123.58_40.22_1.1_20230611_0,-123.58,40.22,7
mc_-123.58_40.85_1.1_20230611_0,-123.58,40.85,7
mc_-123.71_39.35_1.1_20230611_0,-123.71,39.35,7
mc_-123.71_39.60_1.1_20230611_0,-123.71,39.6,7
mc_-124.08_40.35_1.1_20230611_0,-124.08,40.35,7
mc_-124.20_40.47_1.1_20230611_0,-124.2,40.47,7
mc_-125.26_58.08_1.1_20230611_0,-125.26,58.08,1
mc_-125.44_58.21_1.1_20230611_0,-125.44,58.21,1
mc_-125.45_57.96_1.1_20230611_0,-125.45,57.96,1
mc_-125.58_58.08_1.1_20230611_0,-125.58,58.08,1
mc_-125.70_58.21_1.1_20230611_0,-125.7,58.21,1
mc_-126.46_64.56_1.1_20230611_0,-126.46,64.56,4
mc_-126.55_64.69_1.1_20230611_0,-126.55,64.69,4
mc_-126.58_64.32_1.1_20230611_0,-126.58,64.32,4
mc_-126.61_64.20_1.1_20230611_0,-126.61,64.2,4
mc_-126.68_64.45_1.1_20230611_0,-126.68,64.45,4
mc_-126.73_64.70_1.1_20230611_0,-126.73,64.7,4
mc_-126.77_64.08_1.1_20230611_0,-126.77,64.08,4
mc_-126.77_64.29_1.1_20230611_0,-126.77,64.29,4
mc_-126.82_64.58_1.1_20230611_0,-126.82,64.58,4
mc_-126.89_64.20_1.1_20230611_0,-126.89,64.2,4
mc_-126.93_64.45_1.1_20230611_0,-126.93,64.45,4
mc_-126.95_66.58_1.1_20230611_0,-126.95,66.58,10
mc_-126.98_64.04_1.1_20230611_0,-126.98,64.04,4
mc_-127.18_64.20_1.1_20230611_0,-127.18,64.2,4
mc_-127.20_64.33_1.1_20230611_0,-127.2,64.33,4
mc_-127.30_64.08_1.1_20230611_0,-127.3,64.08,4
mc_-127.30_64.58_1.1_20230611_0,-127.3,64.58,4
mc_-127.33_64.45_1.1_20230611_0,-127.33,64.45,4
mc_-127.35_64.26_1.1_20230611_0,-127.35,64.26,4
mc_-127.45_64.64_1.1_20230611_0,-127.45,64.64,4
mc_-127.45_64.20_1.1_20230611_0,-127.45,64.2,4
mc_-127.57_64.58_1.1_20230611_0,-127.57,64.58,4
mc_-127.46_64.43_1.1_20230611_0,-127.46,64.43,4
mc_-127.58_66.70_1.1_20230611_0,-127.58,66.7,10
mc_-127.65_64.33_1.1_20230611_0,-127.65,64.33,4
mc_-127.70_64.70_1.1_20230611_0,-127.7,64.7,4
mc_-127.70_66.58_1.1_20230611_0,-127.7,66.58,10
mc_-127.79_64.43_1.1_20230611_0,-127.79,64.43,4
mc_-127.83_64.58_1.1_20230611_0,-127.83,64.58,4
mc_-127.83_66.70_1.1_20230611_0,-127.83,66.7,10
mc_-127.90_64.85_1.1_20230611_0,-127.9,64.85,4
mc_-127.94_64.70_1.1_20230611_0,-127.94,64.7,4
mc_-127.95_64.83_1.1_20230611_0,-127.95,64.83,4
mc_-127.95_66.58_1.1_20230611_0,-127.95,66.58,10
mc_-128.08_64.58_1.1_20230611_0,-128.08,64.58,4
mc_-128.18_64.83_1.1_20230611_0,-128.18,64.83,4
mc_-128.20_64.70_1.1_20230611_0,-128.2,64.7,4
mc_-128.20_64.90_1.1_20230611_0,-128.2,64.9,4
mc_-128.45_64.81_1.1_20230611_0,-128.45,64.81,4
mc_-128.45_64.95_1.1_20230611_0,-128.45,64.95,4
mc_-13.12_11.49_1.1_20230611_0,-13.12,11.49,8
mc_-13.12_11.62_1.1_20230611_0,-13.12,11.62,8
mc_-13.12_11.99_1.1_20230611_0,-13.12,11.99,8
mc_-13.24_11.37_1.1_20230611_0,-13.24,11.37,8
mc_-13.24_11.74_1.1_20230611_0,-13.24,11.74,8
mc_-13.24_11.87_1.1_20230611_0,-13.24,11.87,8
mc_-13.24_12.12_1.1_20230611_0,-13.24,12.12,8
mc_-13.24_9.99_1.1_20230611_0,-13.24,9.99,8
mc_-13.30_11.12_1.1_20230611_0,-13.3,11.12,8
mc_-13.37_11.49_1.1_20230611_0,-13.37,11.49,8
mc_-13.37_11.99_1.1_20230611_0,-13.37,11.99,8
mc_-13.40_10.99_1.1_20230611_0,-13.4,10.99,8
mc_-13.41_11.24_1.1_20230611_0,-13.41,11.24,8
mc_-13.42_11.37_1.1_20230611_0,-13.42,11.37,8
mc_-13.44_10.41_1.1_20230611_0,-13.44,10.41,8
mc_-13.46_10.23_1.1_20230611_0,-13.46,10.23,8
mc_-13.47_11.87_1.1_20230611_0,-13.47,11.87,8
mc_-13.49_12.12_1.1_20230611_0,-13.49,12.12,8
mc_-13.49_12.24_1.1_20230611_0,-13.49,12.24,8
mc_-13.54_10.74_1.1_20230611_0,-13.54,10.74,8
mc_-13.59_10.62_1.1_20230611_0,-13.59,10.62,8
mc_-13.60_11.06_1.1_20230611_0,-13.6,11.06,8
mc_-13.61_12.37_1.1_20230611_0,-13.61,12.37,8
mc_-13.62_11.99_1.1_20230611_0,-13.62,11.99,8
mc_-13.68_10.89_1.1_20230611_0,-13.68,10.89,8
mc_-13.69_10.87_1.1_20230611_0,-13.69,10.87,8
mc_-130.14_65.18_1.1_20230611_0,-130.14,65.18,4
mc_-130.23_65.00_1.1_20230611_0,-130.23,65.0,4
mc_-130.26_64.85_1.1_20230611_0,-130.26,64.85,4
mc_-130.37_65.17_1.1_20230611_0,-130.37,65.17,4
mc_-130.53_64.83_1.1_20230611_0,-130.53,64.83,4
mc_-130.58_64.85_1.1_20230611_0,-130.58,64.85,4
mc_-130.78_66.83_1.1_20230611_0,-130.78,66.83,9
mc_-130.82_64.79_1.1_20230611_0,-130.82,64.79,4
mc_-130.95_64.95_1.1_20230611_0,-130.95,64.95,4
mc_-136.55_65.20_1.1_20230611_0,-136.55,65.2,6
mc_-136.58_65.08_1.1_20230611_0,-136.58,65.08,6
mc_-136.74_65.20_1.1_20230611_0,-136.74,65.2,6
mc_-137.03_65.08_1.1_20230611_0,-137.03,65.08,6
mc_-136.99_65.20_1.1_20230611_0,-136.99,65.2,6
mc_-137.09_65.45_1.1_20230611_0,-137.09,65.45,6
mc_-137.20_65.33_1.1_20230611_0,-137.2,65.33,6
mc_-137.32_65.20_1.1_20230611_0,-137.32,65.2,6
mc_-137.33_65.08_1.1_20230611_0,-137.33,65.08,6
mc_-137.45_65.33_1.1_20230611_0,-137.45,65.33,6
mc_-137.58_65.08_1.1_20230611_0,-137.58,65.08,6
mc_-137.58_65.20_1.1_20230611_0,-137.58,65.2,6
mc_-137.71_65.33_1.1_20230611_0,-137.71,65.33,6
mc_-137.77_65.45_1.1_20230611_0,-137.77,65.45,6
mc_-14.09_12.49_1.1_20230611_0,-14.09,12.49,5
mc_-14.37_12.49_1.1_20230611_0,-14.37,12.49,5
mc_-147.61_61.38_1.1_20230611_0,-147.61,61.38,10
mc_-147.69_61.33_1.1_20230611_0,-147.69,61.33,10
mc_-147.82_61.58_1.1_20230611_0,-147.82,61.58,10
mc_-148.03_61.46_1.1_20230611_0,-148.03,61.46,10
mc_-148.07_61.33_1.1_20230611_0,-148.07,61.33,10
mc_-148.07_61.58_1.1_20230611_0,-148.07,61.58,10
mc_-148.07_61.71_1.1_20230611_0,-148.07,61.71,10
mc_-148.20_61.83_1.1_20230611_0,-148.2,61.83,10
mc_-148.27_61.71_1.1_20230611_0,-148.27,61.71,10
mc_-148.31_61.96_1.1_20230611_0,-148.31,61.96,10
mc_-148.32_61.58_1.1_20230611_0,-148.32,61.58,10
mc_-148.32_62.08_1.1_20230611_0,-148.32,62.08,10
mc_-148.45_61.83_1.1_20230611_0,-148.45,61.83,10
mc_-148.46_62.08_1.1_20230611_0,-148.46,62.08,10
mc_-148.52_61.71_1.1_20230611_0,-148.52,61.71,10
mc_-148.53_62.32_1.1_20230611_0,-148.53,62.32,10
mc_-148.55_61.58_1.1_20230611_0,-148.55,61.58,10
mc_-148.57_61.96_1.1_20230611_0,-148.57,61.96,10
mc_-148.57_62.20_1.1_20230611_0,-148.57,62.2,10
mc_-148.70_61.83_1.1_20230611_0,-148.7,61.83,10
mc_-148.71_62.33_1.1_20230611_0,-148.71,62.33,10
mc_-148.79_62.08_1.1_20230611_0,-148.79,62.08,10
mc_-148.80_61.71_1.1_20230611_0,-148.8,61.71,10
mc_-148.82_61.58_1.1_20230611_0,-148.82,61.58,10
mc_-148.82_61.96_1.1_20230611_0,-148.82,61.96,10
mc_-148.82_62.20_1.1_20230611_0,-148.82,62.2,10
mc_-148.95_61.83_1.1_20230611_0,-148.95,61.83,10
mc_-149.02_61.96_1.1_20230611_0,-149.02,61.96,10
mc_-149.03_61.58_1.1_20230611_0,-149.03,61.58,10
mc_-149.07_61.71_1.1_20230611_0,-149.07,61.71,10
mc_-149.07_62.08_1.1_20230611_0,-149.07,62.08,10
mc_-149.20_61.83_1.1_20230611_0,-149.2,61.83,10
mc_-149.23_61.92_1.1_20230611_0,-149.23,61.92,10
mc_-149.30_62.08_1.1_20230611_0,-149.3,62.08,10
mc_-149.32_61.83_1.1_20230611_0,-149.32,61.83,10
mc_-149.57_61.90_1.1_20230611_0,-149.57,61.9,10
mc_-150.56_62.58_1.1_20230611_0,-150.56,62.58,10
mc_-150.59_62.95_1.1_20230611_0,-150.59,62.95,10
mc_-150.59_62.83_1.1_20230611_0,-150.59,62.83,10
mc_-150.67_62.62_1.1_20230611_0,-150.67,62.62,10
mc_-150.75_62.56_1.1_20230611_0,-150.75,62.56,10
mc_-150.90_62.63_1.1_20230611_0,-150.9,62.63,10
mc_-150.92_63.02_1.1_20230611_0,-150.92,63.02,10
mc_-150.93_62.95_1.1_20230611_0,-150.93,62.95,10
mc_-150.94_63.20_1.1_20230611_0,-150.94,63.2,10
mc_-150.95_62.81_1.1_20230611_0,-150.95,62.81,10
mc_-151.10_62.83_1.1_20230611_0,-151.1,62.83,10
mc_-151.11_62.93_1.1_20230611_0,-151.11,62.93,10
mc_-151.12_62.70_1.1_20230611_0,-151.12,62.7,10
mc_-151.12_63.08_1.1_20230611_0,-151.12,63.08,10
mc_-151.14_63.33_1.1_20230611_0,-151.14,63.33,10
mc_-151.15_63.20_1.1_20230611_0,-151.15,63.2,10
mc_-151.17_62.51_1.1_20230611_0,-151.17,62.51,10
mc_-151.35_62.95_1.1_20230611_0,-151.35,62.95,10
mc_-151.34_62.83_1.1_20230611_0,-151.34,62.83,10
mc_-151.40_63.08_1.1_20230611_0,-151.4,63.08,10
mc_-151.42_62.70_1.1_20230611_0,-151.42,62.7,10
mc_-151.45_63.20_1.1_20230611_0,-151.45,63.2,10
mc_-151.57_62.58_1.1_20230611_0,-151.57,62.58,10
mc_-151.57_63.08_1.1_20230611_0,-151.57,63.08,10
mc_-151.66_62.70_1.1_20230611_0,-151.66,62.7,10
mc_-151.66_63.17_1.1_20230611_0,-151.66,63.17,10
mc_-151.67_62.83_1.1_20230611_0,-151.67,62.83,10
mc_-151.70_62.95_1.1_20230611_0,-151.7,62.95,10
mc_-151.71_62.58_1.1_20230611_0,-151.71,62.58,10
mc_-151.75_63.58_1.1_20230611_0,-151.75,63.58,10
mc_-151.82_63.33_1.1_20230611_0,-151.82,63.33,10
mc_-151.85_62.95_1.1_20230611_0,-151.85,62.95,10
mc_-151.95_62.70_1.1_20230611_0,-151.95,62.7,10
mc_-151.95_62.83_1.1_20230611_0,-151.95,62.83,10
mc_-151.95_63.08_1.1_20230611_0,-151.95,63.08,10
mc_-151.95_63.20_1.1_20230611_0,-151.95,63.2,10
mc_-151.95_63.45_1.1_20230611_0,-151.95,63.45,10
mc_-152.07_62.58_1.1_20230611_0,-152.07,62.58,10
mc_-152.07_62.91_1.1_20230611_0,-152.07,62.91,10
mc_-152.07_63.33_1.1_20230611_0,-152.07,63.33,10
mc_-152.07_63.58_1.1_20230611_0,-152.07,63.58,10
mc_-152.16_63.08_1.1_20230611_0,-152.16,63.08,10
mc_-152.17_62.70_1.1_20230611_0,-152.17,62.7,10
mc_-152.20_62.83_1.1_20230611_0,-152.2,62.83,10
mc_-152.20_63.20_1.1_20230611_0,-152.2,63.2,10
mc_-152.20_63.45_1.1_20230611_0,-152.2,63.45,10
mc_-152.32_62.58_1.1_20230611_0,-152.32,62.58,10
mc_-152.32_63.33_1.1_20230611_0,-152.32,63.33,10
mc_-152.37_62.95_1.1_20230611_0,-152.37,62.95,10
mc_-152.40_62.70_1.1_20230611_0,-152.4,62.7,10
mc_-152.45_62.45_1.1_20230611_0,-152.45,62.45,10
mc_-152.45_62.83_1.1_20230611_0,-152.45,62.83,10
mc_-152.45_63.08_1.1_20230611_0,-152.45,63.08,10
mc_-152.45_63.20_1.1_20230611_0,-152.45,63.2,10
mc_-152.57_62.58_1.1_20230611_0,-152.57,62.58,10
mc_-152.58_62.94_1.1_20230611_0,-152.58,62.94,10
mc_-152.65_62.70_1.1_20230611_0,-152.65,62.7,10
mc_-152.70_62.83_1.1_20230611_0,-152.7,62.83,10
mc_-152.81_62.58_1.1_20230611_0,-152.81,62.58,10
mc_-152.87_62.67_1.1_20230611_0,-152.87,62.67,10
mc_-152.95_62.83_1.1_20230611_0,-152.95,62.83,10
mc_-153.07_62.58_1.1_20230611_0,-153.07,62.58,10
mc_-153.07_62.95_1.1_20230611_0,-153.07,62.95,10
mc_-153.20_62.70_1.1_20230611_0,-153.2,62.7,10
mc_-153.20_62.83_1.1_20230611_0,-153.2,62.83,10
mc_-153.25_62.45_1.1_20230611_0,-153.25,62.45,10
mc_-153.32_62.58_1.1_20230611_0,-153.32,62.58,10
mc_-153.45_62.33_1.1_20230611_0,-153.45,62.33,10
mc_-153.45_62.70_1.1_20230611_0,-153.45,62.7,10
mc_-153.47_61.70_1.1_20230611_0,-153.47,61.7,10
mc_-153.48_62.45_1.1_20230611_0,-153.48,62.45,10
mc_-153.49_61.83_1.1_20230611_0,-153.49,61.83,10
mc_-153.57_61.58_1.1_20230611_0,-153.57,61.58,10
mc_-153.57_61.96_1.1_20230611_0,-153.57,61.96,10
mc_-153.57_62.08_1.1_20230611_0,-153.57,62.08,10
mc_-153.57_62.20_1.1_20230611_0,-153.57,62.2,10
mc_-153.57_62.58_1.1_20230611_0,-153.57,62.58,10
mc_-153.67_62.33_1.1_20230611_0,-153.67,62.33,10
mc_-153.80_61.71_1.1_20230611_0,-153.8,61.71,10
mc_-153.80_61.83_1.1_20230611_0,-153.8,61.83,10
mc_-153.82_61.46_1.1_20230611_0,-153.82,61.46,10
mc_-153.82_61.58_1.1_20230611_0,-153.82,61.58,10
mc_-153.82_61.96_1.1_20230611_0,-153.82,61.96,10
mc_-153.82_62.08_1.1_20230611_0,-153.82,62.08,10
mc_-153.82_62.20_1.1_20230611_0,-153.82,62.2,10
mc_-153.95_61.33_1.1_20230611_0,-153.95,61.33,10
mc_-154.02_61.18_1.1_20230611_0,-154.02,61.18,10
mc_-154.02_62.08_1.1_20230611_0,-154.02,62.08,10
mc_-154.03_61.58_1.1_20230611_0,-154.03,61.58,10
mc_-154.04_61.08_1.1_20230611_0,-154.04,61.08,10
mc_-154.07_61.46_1.1_20230611_0,-154.07,61.46,10
mc_-154.07_61.71_1.1_20230611_0,-154.07,61.71,10
mc_-154.07_61.83_1.1_20230611_0,-154.07,61.83,10
mc_-154.07_61.96_1.1_20230611_0,-154.07,61.96,10
mc_-154.20_61.33_1.1_20230611_0,-154.2,61.33,10
mc_-154.32_61.71_1.1_20230611_0,-154.32,61.71,10
mc_-154.32_61.83_1.1_20230611_0,-154.32,61.83,10
mc_-160.56_62.20_1.1_20230611_0,-160.56,62.2,4
mc_-161.69_67.20_1.1_20230611_0,-161.69,67.2,6
mc_-172.81_66.70_1.1_20230611_0,-172.81,66.7,10
mc_-173.31_66.82_1.1_20230611_0,-173.31,66.82,10
mc_-173.31_66.89_1.1_20230611_0,-173.31,66.89,10
mc_-173.56_66.83_1.1_20230611_0,-173.56,66.83,10
mc_-173.56_66.95_1.1_20230611_0,-173.56,66.95,10
mc_-173.81_66.83_1.1_20230611_0,-173.81,66.83,10
mc_-173.81_66.95_1.1_20230611_0,-173.81,66.95,10
mc_-175.06_66.95_1.1_20230611_0,-175.06,66.95,6
mc_-175.19_66.83_1.1_20230611_0,-175.19,66.83,6
mc_-175.24_67.08_1.1_20230611_0,-175.24,67.08,6
mc_-175.31_66.95_1.1_20230611_0,-175.31,66.95,6
mc_-175.31_67.45_1.1_20230611_0,-175.31,67.45,6
mc_-175.42_67.20_1.1_20230611_0,-175.42,67.2,6
mc_-175.44_67.33_1.1_20230611_0,-175.44,67.33,6
mc_-175.51_67.45_1.1_20230611_0,-175.51,67.45,6
mc_-175.56_67.08_1.1_20230611_0,-175.56,67.08,6
mc_-175.68_67.20_1.1_20230611_0,-175.68,67.2,6
mc_-175.69_67.33_1.1_20230611_0,-175.69,67.33,6
mc_-175.81_67.45_1.1_20230611_0,-175.81,67.45,6
mc_-175.94_67.33_1.1_20230611_0,-175.94,67.33,6
mc_-175.94_67.58_1.1_20230611_0,-175.94,67.58,6
mc_-176.06_67.45_1.1_20230611_0,-176.06,67.45,6
mc_-176.19_67.33_1.1_20230611_0,-176.19,67.33,6
mc_-176.19_67.58_1.1_20230611_0,-176.19,67.58,6
mc_-176.44_67.58_1.1_20230611_0,-176.44,67.58,6
mc_-176.44_67.70_1.1_20230611_0,-176.44,67.7,6
mc_-176.69_67.83_1.1_20230611_0,-176.69,67.83,6
mc_-36.32_-8.55_1.1_20230611_0,-36.32,-8.55,9
mc_-36.36_-8.25_1.1_20230611_0,-36.36,-8.25,9
mc_-36.36_-8.38_1.1_20230611_0,-36.36,-8.38,9
mc_-36.49_-8.43_1.1_20230611_0,-36.49,-8.43,9
mc_-36.53_-8.25_1.1_20230611_0,-36.53,-8.25,9
mc_-36.53_-8.86_1.1_20230611_0,-36.53,-8.86,9
mc_-36.57_-8.87_1.1_20230611_0,-36.57,-8.87,9
mc_-36.60_-8.50_1.1_20230611_0,-36.6,-8.5,9
mc_-36.60_-8.62_1.1_20230611_0,-36.6,-8.62,9
mc_-36.63_-9.00_1.1_20230611_0,-36.63,-9.0,9
mc_-36.74_-8.62_1.1_20230611_0,-36.74,-8.62,9
mc_-36.85_-8.37_1.1_20230611_0,-36.85,-8.37,9
mc_-36.86_-8.25_1.1_20230611_0,-36.86,-8.25,9
mc_-36.86_-8.50_1.1_20230611_0,-36.86,-8.5,9
mc_-37.58_-9.62_1.1_20230611_0,-37.58,-9.62,9
mc_-37.60_-9.57_1.1_20230611_0,-37.6,-9.57,9
mc_-37.81_-9.99_1.1_20230611_0,-37.81,-9.99,9
mc_-38.11_-9.81_1.1_20230611_0,-38.11,-9.81,9
mc_-38.23_-9.87_1.1_20230611_0,-38.23,-9.87,9
mc_-38.36_-9.75_1.1_20230611_0,-38.36,-9.75,9
mc_-38.36_-9.99_1.1_20230611_0,-38.36,-9.99,9
mc_-38.48_-9.62_1.1_20230611_0,-38.48,-9.62,9
mc_-38.48_-9.87_1.1_20230611_0,-38.48,-9.87,9
mc_-38.49_-9.38_1.1_20230611_0,-38.49,-9.38,9
mc_-38.52_-9.50_1.1_20230611_0,-38.52,-9.5,9
mc_-38.57_-9.99_1.1_20230611_0,-38.57,-9.99,9
mc_-38.61_-4.12_1.1_20230611_0,-38.61,-4.12,1
mc_-38.61_-9.75_1.1_20230611_0,-38.61,-9.75,9
mc_-38.71_-9.87_1.1_20230611_0,-38.71,-9.87,9
mc_-38.73_-4.00_1.1_20230611_0,-38.73,-4.0,1
mc_-38.73_-9.71_1.1_20230611_0,-38.73,-9.71,9
mc_-38.74_-9.79_1.1_20230611_0,-38.74,-9.79,9
mc_-38.86_-4.12_1.1_20230611_0,-38.86,-4.12,1
mc_-39.16_-9.63_1.1_20230611_0,-39.16,-9.63,9
mc_-39.36_-4.62_1.1_20230611_0,-39.36,-4.62,6
mc_-39.48_-4.50_1.1_20230611_0,-39.48,-4.5,6
mc_-39.65_-5.12_1.1_20230611_0,-39.65,-5.12,6
mc_-39.86_-5.25_1.1_20230611_0,-39.86,-5.25,6
mc_-39.87_-5.50_1.1_20230611_0,-39.87,-5.5,6
mc_-39.94_-5.37_1.1_20230611_0,-39.94,-5.37,6
mc_-39.98_-5.12_1.1_20230611_0,-39.98,-5.12,6
mc_-39.99_-5.63_1.1_20230611_0,-39.99,-5.63,6
mc_-40.05_-5.30_1.1_20230611_0,-40.05,-5.3,6
mc_-44.42_60.47_1.1_20230611_0,-44.42,60.47,10
mc_-44.73_-10.12_1.1_20230611_0,-44.73,-10.12,8
mc_-44.73_-10.24_1.1_20230611_0,-44.73,-10.24,8
mc_-44.78_-10.62_1.1_20230611_0,-44.78,-10.62,8
mc_-44.80_-9.75_1.1_20230611_0,-44.8,-9.75,8
mc_-44.81_-9.99_1.1_20230611_0,-44.81,-9.99,8
mc_-44.85_-10.37_1.1_20230611_0,-44.85,-10.37,8
mc_-44.86_-9.87_1.1_20230611_0,-44.86,-9.87,8
mc_-44.95_-10.14_1.1_20230611_0,-44.95,-10.14,8
mc_-44.98_-10.24_1.1_20230611_0,-44.98,-10.24,8
mc_-44.98_-10.49_1.1_20230611_0,-44.98,-10.49,8
